precio,recamaras,banos,estacionamientos,dimensiones,precio_por_mt2,precio_promedio_por_mt2_por_alcaldia,banos_por_habitacion,habitaciones_totales,alcaldia_Azcapotzalco,alcaldia_Benito Juárez,alcaldia_Coyoacán,alcaldia_Cuajimalpa de Morelos,alcaldia_Cuauhtémoc,alcaldia_Gustavo A. Madero,alcaldia_Iztacalco,alcaldia_Iztapalapa,alcaldia_La Magdalena Contreras,alcaldia_Miguel Hidalgo,alcaldia_Tlalpan,alcaldia_Tláhuac,alcaldia_Venustiano Carranza,alcaldia_Xochimilco,alcaldia_Álvaro Obregón,log_precio
31580000.0,3,5,7,1199,26338.61551292744,42135.20749665328,1.6666666666666667,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,17.26803459845738
77750000.0,3,5,20,685,113503.64963503649,44286.77014042868,1.6666666666666667,8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,18.169009121885352
14690000.0,3,3,4,360,40805.555555555555,47764.786795048145,1.0,6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,16.502677616223576
52000000.0,5,4,2,800,65000.0,58348.50993377484,0.8,9,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,17.76675429577647
12500000.0,3,3,7,1150,10869.565217391304,32638.88888888889,1.0,6,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,16.341239282272525
17500000.0,4,3,4,428,40887.85046728972,42135.20749665328,0.75,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,16.677711496036597
4135000.0,2,2,2,107,38644.85981308411,47764.786795048145,1.0,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,15.234998128277867
62000000.0,4,4,6,514,120622.56809338521,58348.50993377484,1.0,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,17.9426449591384
21950000.0,5,5,3,190,115526.31578947368,42135.20749665328,1.0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,16.90427774304354
8250000.0,4,4,2,506,16304.347826086956,32638.88888888889,1.0,8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,15.925723879522977
9249999.0,3,3,4,518,17857.14092664093,29268.29268292683,1.0,6,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,16.04013410948861
29600000.0,5,5,6,430,68837.20930232559,58348.50993377484,1.0,10,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,17.20328495307807
34000000.0,3,3,3,600,56666.666666666664,32638.88888888889,1.0,6,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,17.341871111992198
37500000.0,5,4,5,1681,22308.1499107674,42135.20749665328,0.8,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,17.439851517607305
38500000.0,4,4,8,1626,23677.736777367772,42135.20749665328,1.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,17.46616882523204
15850000.0,5,4,2,580,27327.58620689655,42135.20749665328,0.8,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,16.578680121379044
8000000.0,4,5,3,367,21798.365122615804,32638.88888888889,1.25,9,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,15.894952224644102
45000000.0,4,4,4,456,98684.21052631579,58348.50993377484,1.0,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,17.622173069956816
17500000.0,3,2,3,276,63405.79710144927,44286.77014042868,0.6666666666666666,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,16.677711496036597
4780000.0,3,2,2,134,35671.64179104478,44286.77014042868,0.6666666666666666,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,15.379951313672638
29000000.0,4,5,3,757,38309.11492734478,47764.786795048145,1.25,9,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,17.182806422433504
24000000.0,4,5,9,3694,6497.022198159177,32638.88888888889,1.25,9,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,16.993564429978885
9990000.0,4,4,4,610,16377.04918032787,32638.88888888889,1.0,8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,16.11709525072483
17490000.0,5,3,5,285,61368.42105263158,66594.8275862069,0.6,8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,16.67713990417031
10250000.0,3,3,2,343,29883.38192419825,57942.13814445028,1.0,6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,16.142788361109663
22500000.0,4,4,2,480,46875.0,42135.20749665328,1.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,16.929025911619092
12900000.0,4,4,4,586,22013.651877133107,44286.77014042868,1.0,8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,16.372737946851277
28000000.0,5,2,2,180,155555.55555555556,66594.8275862069,0.4,7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,17.147715103853763
33355000.0,3,3,8,1906,17500.0,42135.20749665328,1.0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,17.322718274106265
13500000.0,4,4,2,354,38135.59322033898,57942.13814445028,1.0,8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,16.41820031748273
16000000.0,3,4,4,507,31558.185404339252,58348.50993377484,1.3333333333333333,7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,16.588099342704055
27500000.0,6,6,2,257,107003.89105058365,58348.50993377484,1.0,12,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,17.129696599000436
8930000.0,4,3,4,270,33074.07407407407,47764.786795048145,0.75,7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,16.00492706483476
8490000.0,5,4,2,368,23070.652173913044,57942.13814445028,0.8,9,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,15.954399676073153
8950000.0,4,3,3,160,55937.5,47764.786795048145,0.75,7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,16.007164201982874
5794819.0,2,2,2,218,26581.738532110092,44286.77014042868,1.0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,15.572474973013872
23800000.0,3,4,5,550,43272.72727272727,42135.20749665328,1.3333333333333333,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,16.98519618065851
11750000.0,4,3,4,154,76298.7012987013,47764.786795048145,0.75,7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,16.27936388366082
18500000.0,4,6,6,515,35922.330097087375,29268.29268292683,1.5,10,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,16.733281344102608
15500000.0,3,3,4,573,27050.61082024433,29268.29268292683,1.0,6,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,16.5563506464056
9800000.0,4,4,2,277,35379.061371841155,42135.20749665328,1.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,16.097893045681612
8500000.0,4,3,2,230,36956.52173913043,29268.29268292683,0.75,7,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,15.955576839107596
14900000.0,3,3,3,376,39627.65957446808,42135.20749665328,1.0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,16.51687183802978
6550000.0,6,4,2,120,54583.333333333336,44286.77014042868,0.6666666666666666,10,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,15.694975760283178
26800000.0,4,5,5,720,37222.22222222222,47764.786795048145,1.25,9,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,17.103912482794517
56550000.0,4,8,2,550,102818.18181818182,58348.50993377484,2.0,12,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,17.85063577820987
12700000.0,3,3,8,652,19478.527607361964,29268.29268292683,1.0,6,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,16.357112630168974
85000000.0,4,5,4,763,111402.35910878112,32638.88888888889,1.25,9,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,18.258161826219297
14200000.0,3,3,4,312,45512.820512820515,57942.13814445028,1.0,6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,16.468752592994022
6900000.0,3,2,4,200,34500.0,58348.50993377484,0.6666666666666666,5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,15.747032114495013
27550000.0,3,5,4,811,33970.40690505549,47764.786795048145,1.6666666666666667,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,17.13151312986084
77750000.0,4,4,18,700,111071.42857142857,58348.50993377484,1.0,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,18.169009121885352
35000000.0,3,3,6,1034,33849.129593810445,58348.50993377484,1.0,6,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,17.370858648025116
4950000.0,3,3,2,152,32565.78947368421,32494.726797910807,1.0,6,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,15.414898336565054
69500000.0,4,5,6,1400,49642.857142857145,42135.20749665328,1.25,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,18.05683732492351
40990000.0,4,3,12,2016,20332.34126984127,42135.20749665328,0.75,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,17.528838716876713
12750000.0,3,4,3,150,85000.0,58348.50993377484,1.3333333333333333,7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,16.36104190800008
20000000.0,4,3,4,422,47393.364928909956,66594.8275862069,0.75,7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,16.811242881518265
66000000.0,4,4,4,816,80882.35294117648,58348.50993377484,1.0,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,18.005165315142214
60000000.0,4,4,5,1250,48000.0,42135.20749665328,1.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,17.909855136853043
29000000.0,3,3,3,639,45383.41158059468,58348.50993377484,1.0,6,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,17.182806422433504
42000000.0,4,3,4,1907,22024.12165705296,42135.20749665328,0.75,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,17.553180200057167
4950000.0,3,1,2,112,44196.42857142857,42135.20749665328,0.3333333333333333,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,15.414898336565054
16800000.0,6,5,3,350,48000.0,32638.88888888889,0.8333333333333334,11,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,16.636889503897294
26600000.0,3,3,3,420,63333.333333333336,42135.20749665328,1.0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,17.096421811345913
17000000.0,2,3,2,181,93922.65193370165,58348.50993377484,1.5,5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,16.648723960844016
21500000.0,3,5,12,3500,6142.857142857143,32638.88888888889,1.6666666666666667,8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,16.88356353960952
9800000.0,3,2,3,176,55681.818181818184,47764.786795048145,0.6666666666666666,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,16.097893045681612
60000000.0,7,7,15,2200,27272.727272727272,42135.20749665328,1.0,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,17.909855136853043
69800000.0,4,4,5,1147,60854.40278988666,58348.50993377484,1.0,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,18.06114458205925
8100000.0,4,3,3,200,40500.0,29268.29268292683,0.75,7,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,15.90737474309945
34500000.0,3,4,3,325,106153.84615384616,58348.50993377484,1.3333333333333333,7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,17.356469910987094
43875000.0,3,3,5,630,69642.85714285714,58348.50993377484,1.0,6,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,17.596855262542327
15599000.0,3,3,2,227,68718.06167400882,57942.13814445028,1.0,6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,16.56271743170768
8500000.0,4,3,2,200,42500.0,37200.0,0.75,7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15.955576839107596
7950000.0,3,2,4,243,32716.04938271605,32638.88888888889,0.6666666666666666,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,15.88868261241667
12500000.0,5,4,2,170,73529.41176470589,32638.88888888889,0.8,9,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,16.341239282272525
5100000.0,3,15,2,160,31875.0,44286.77014042868,5.0,18,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,15.444751293772967
27500000.0,3,4,4,375,73333.33333333333,58348.50993377484,1.3333333333333333,7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,17.129696599000436
